"Scenario";"Meting";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Versie";"Criterium";"Indicator";"Belang";"Voorwaarde";"Waarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"VoorwaardeID";"Combinatie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb"
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Structuur";"lage schijngrassen";"b";"bedekking lage schijngrassen";"39,972716992";">";"30";TRUE;949;"949";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120118342938";7072966;6410;"6410_mo";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"14";">=";"5";TRUE;309;"309";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1225;"1225";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1353;"1353";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Verstoring";"verdroging";"zb";"bedekking verdroging";"0";"<=";"30";TRUE;1471;"1471";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"2";"<";"70";TRUE;1549;"1549";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Verstoring";"vernatting";"zb";"bedekking vernatting";"2";"<=";"30";TRUE;1588;"1588";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"5,92";"<=";"30";TRUE;1699;"1699";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 2.0";"Verstoring";"verzuring";"zb";"bedekking verzuring";"0";"<=";"30";TRUE;1824;"1824";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"47,9485568759955";">=";"10";TRUE;1140;"1140";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"1";"<=";"10";TRUE;742;"742";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Structuur";"levensvormen";"b";"bedekking schijngrassen";"39,972716992";">=";"10";TRUE;1083;"1083";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120118342938";7072966;6410;"6410_mo";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"17";">=";"5";TRUE;308;"308";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"10";TRUE;1227;"1227";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1354;"1354";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"0";"<=";"10";TRUE;1456;"1456";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"verdroging";"zb";"bedekking verdroging";"0";"<=";"30";TRUE;1480;"1480";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"2";"<=";"50";TRUE;1501;"1501";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"0";"<=";"30";TRUE;1582;"1582";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"vernatting";"zb";"bedekking vernatting";"60,8";"<=";"30";FALSE;1592;"1592";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"9,6832";"<=";"10";TRUE;1648;"1648";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017120118520910";7072966;6410;"6410_mo";"Versie 3";"Verstoring";"verzuring";"zb";"bedekking verzuring";"0";"<=";"30";TRUE;1825;"1825";"Binnen";"Atlantic";50;0,621739130434783;0,310869565217391
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"13,37170528";">=";"50";FALSE;1149;"1149";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Structuur";"hoogveenontwikkeling";"b";"aantal soorten hoogveenontwikkeling";"1";">=";"1";TRUE;532;"532";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte moeras in ha";NA;">=";"0,1";NA;2284;"2284";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking drijflaag";NA;">=";"10";NA;680;"680 AND 1003";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"bedekking open water";NA;">=";"10";NA;1003;"680 AND 1003";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";NA;"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Structuur";"horizontale structuur";"zb";"oppervlakte habitatvlek in ha";NA;">=";"0,01";NA;2272;"2272";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113221134";717750;7140;"7140_oli";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"8";">=";"3";TRUE;365;"365";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Structuur";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1228;"1228";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Verstoring";"structuurschade";"b";"bedekking structuurschade";"0";"<";"10";TRUE;1282;"1282";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Structuur";"veenmossen";"zb";"bedekking veenmoslaag";"16,3648";">=";"10";TRUE;1324;"1324";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Verstoring";"verbossing";"zb";"bedekking verbossing";"0";"<";"10";TRUE;1380;"1380";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Verstoring";"vergrassing/vermossing";"zb";"bedekking vergrassing/vermossing";"70";"<=";"30";FALSE;1557;"1557";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"0";"<";"10";TRUE;1620;"1620";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"23,7671006464";">=";"30";FALSE;1171;"1171";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Structuur";"bedekking veenmossen";"zb";"bedekking veenmossen";"12";">=";"30";FALSE;1325;"1325";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"0";"<=";"10";TRUE;734;"734";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113221134";717750;7140;"7140_oli";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"10";">=";"3";TRUE;366;"366";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1252;"1252";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Verstoring";"structuurschade";"b";"bedekking structuurschade";"0";"<=";"10";TRUE;1296;"1296";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Verstoring";"verbossing";"zb";"bedekking verbossing";"0";"<=";"10";TRUE;1364;"1364";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"70";"<=";"30";FALSE;1543;"1543";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"0";"<=";"30";TRUE;1579;"1579";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018031113285776";717750;7140;"7140_oli";"Versie 3";"Verstoring";"verruiging";"zb";"bedekking verruiging";"0";"<=";"10";TRUE;1624;"1624";"Binnen";"Atlantic";100;9,97272727272727;9,97272727272727
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten excl. pijpenstrootje";"2,98";">=";"10";FALSE;1186;"1186";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"1,99";"<=";"30";TRUE;728;"728";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Structuur";"lage schijngrassen";"b";"bedekking lage schijngrassen";"0";">";"30";FALSE;949;"949";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030614095561";7203174;6410;"6410_mo";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"4";">=";"5";FALSE;309;"309";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"30";TRUE;1225;"1225";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1353;"1353";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"verdroging";"zb";"bedekking verdroging";"3,94039900000001";"<=";"30";TRUE;1471;"1471";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"vergrassing";"zb";"bedekking vergrassing";"0";"<";"70";TRUE;1549;"1549";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"vernatting";"zb";"bedekking vernatting";"0";"<=";"30";TRUE;1588;"1588";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"1,99";"<=";"30";TRUE;1699;"1699";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 2.0";"Verstoring";"verzuring";"zb";"bedekking verzuring";"0";"<=";"30";TRUE;1824;"1824";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"3,9502";">=";"10";FALSE;1140;"1140";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"1,99";"<=";"10";TRUE;742;"742";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Structuur";"levensvormen";"b";"bedekking schijngrassen";"0";">=";"10";FALSE;1083;"1083";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030614095561";7203174;6410;"6410_mo";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"7";">=";"5";TRUE;308;"308";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"0";"<=";"10";TRUE;1227;"1227";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1354;"1354";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"0";"<=";"10";TRUE;1456;"1456";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"verdroging";"zb";"bedekking verdroging";"2,9701";"<=";"30";TRUE;1480;"1480";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"2,9701";"<=";"50";TRUE;1501;"1501";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"0";"<=";"30";TRUE;1582;"1582";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"vernatting";"zb";"bedekking vernatting";"2,98";"<=";"30";TRUE;1592;"1592";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"1,99";"<=";"10";TRUE;1648;"1648";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2018030614122464";7203174;6410;"6410_mo";"Versie 3";"Verstoring";"verzuring";"zb";"bedekking verzuring";"0";"<=";"30";TRUE;1825;"1825";"Buiten";"Atlantic";100;0,922222222222222;0,922222222222222
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"36,202";">=";"10";TRUE;1136;"1136";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017011813083530";721906;6230;"6230_ha";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"4";">=";"4";TRUE;338;"338";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 2.0";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"1";"<=";"30";TRUE;1265;"1265";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1401;"1401";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 2.0";"Verstoring";"verruiging";"zb";"bedekking verruiging";"0";"<=";"10";TRUE;1718;"1718";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 2.0";"Verstoring";"vervilting";"zb";"bedekking vervilting";"20,8";"<=";"30";TRUE;1815;"1815";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"36,83998";">=";"10";TRUE;1164;"1164";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Verstoring";"eutrofiëring";"zb";"bedekking eutrofiëring";"1,99";"<=";"10";TRUE;723;"723";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017011813083530";721906;6230;"6230_ha";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"7";">=";"4";TRUE;340;"340";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Verstoring";"strooisellaag";"b";"bedekking strooisellaag";"1";"<=";"10";TRUE;1272;"1272";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Verstoring";"verbossing";"b";"bedekking verbossing";"0";"<=";"10";TRUE;1388;"1388";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Verstoring";"verbraming";"b";"bedekking verbraming";"10";"<=";"10";TRUE;1469;"1469";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Verstoring";"vergrassing inclusief vervilting";"zb";"bedekking vergrassing";"21,592";"<=";"50";TRUE;1505;"1505";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Verstoring";"vermossing";"zb";"bedekking vermossing";"20";"<=";"30";TRUE;1577;"1577";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017011813535331";721906;6230;"6230_ha";"Versie 3";"Verstoring";"verruiging inclusief ruderalisering";"zb";"bedekking verruiging";"1";"<=";"10";TRUE;1654;"1654";"Binnen";"Atlantic";40;9,30666666666667;3,72266666666667
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010617191621";736949;1330;"1330_hpr";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten (excl. heen)";"cd";">=";"f";TRUE;1180;"1180";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010617191621";736949;1330;"1330_hpr";"Versie 2.0";"Structuur";"dominantie van één soort";"zb";"dominantie van een soort";"1";"<=";"50";TRUE;1938;"1938";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017010617191621";736949;1330;"1330_hpr";"Versie 2.0";"Structuur";"horizontale structuur";"b";"goed ontwikkelde structuur";NA;"=";"1";NA;1984;"1984";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017010617191621";736949;1330;"1330_hpr";"Versie 2.0";"Structuur";"microreliëf";"zb";"microreliëf aanwezig";"1";"=";"1";TRUE;2149;"2149";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010617191621";736949;1330;"1330_hpr";"Versie 2.0";"Verstoring";"overgang naar rbbmr";"zb";"bedekking riet";"0";"<";"90";TRUE;1038;"1038";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010617191621";736949;1330;"1330_hpr";"Versie 2.0";"Verstoring";"overgang naar rbbzil";"zb";"bedekking grasachtigen rbbzil <= som van de bedekking sleutelsoorten";"0";"<=";"34,4300032";TRUE;771;"771 <= 2363";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";"Cirkelplot";"IV2017010617095027";736949;1330;"1330_hpr";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"6";">=";"2";TRUE;304;"304";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010617191621";736949;1330;"1330_hpr";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"34,4300032";">=";"30";TRUE;1106;"1106";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";"Vegetatieplot";"IV2017010617191621";736949;1330;"1330_hpr";"Versie 3";"Structuur";"dominantie van één soort";"zb";"dominantie van een soort";"1";"<";"70";TRUE;1939;"1939";"Binnen";"Atlantic";65;5,18125;3,3678125
"Combinatie cirkelplot en vegetatieplot";NA;"IV2017010617191621";736949;1330;"1330_hpr";"Versie 3";"Structuur";"horizontale structuur";"zb";"differentiatie in zout- en tredplanten";NA;"=";"1";NA;1922;"1922";"Binnen";"Atlantic";65;5,18125;3,3678125
